INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
11599	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11600	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11601	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11602	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11603	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11604	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11605	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11606	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11607	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11608	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11609	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11610	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11611	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11612	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11613	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11614	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11615	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11616	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11617	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11618	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11619	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11620	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11621	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11622	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11623	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11624	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11625	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11626	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11627	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11628	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11629	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11630	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11631	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11632	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11633	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11634	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11635	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11636	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11637	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11638	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11639	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11640	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11641	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11642	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11643	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11644	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11645	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11646	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11647	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11648	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11649	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11650	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11651	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11652	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11653	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11654	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11655	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11656	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11657	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11658	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11659	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11660	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11661	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11662	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11663	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11664	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
11665	Trß¶ng Cänh Quái	0	105	3242	0	10	0	-1	9	40	3	0.1	-1	1	5482	2059	5482	2059	39870	4983	0	0	3194	304	14	14	3500	800	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	558	1	1	-1	100	100	set:FightNPCHeader1 image:FightNPCHeader1_16	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	29	10	0	0	7	2	0	0	0
