INT	INT	INT	INT	STRING	STRING	STRING	INT	INT
725	22	216	282	Trß¶ng BÕch Chinh Nam Hi®u Úy		Thành th¸	2	2
726	22	39	63	Trß¶ng BÕch Tây B¡c Hi®u Úy		Thành th¸	2	2
727	22	280	154	Trß¶ng BÕch Chinh Ðông Hi®u Úy		Thành th¸	2	2
728	22	75	272	Ðông B¡c H±			1	5
729	22	269	270	Hµt ThÕch Li®t A S½			1	5
730	22	57	169	H¡c Hùng			1	5
731	22	132	73	Liêu Nha Tuyªt Nhân			1	5
732	22	147	123	Ð° Ðan Phúc T¤n			2	5
733	22	234	78	Hoàn Nhan A C¯t Ðä			2	5
734	22	178	113	Hoàn Nhan Ngoa Lý Ðóa			2	5
735	22	117	108	Hoàn Nhan A Lý B¯			2	5
736	22	166	94	Hoàn Nhan Cát Ly B¤t			2	5
737	22	157	127	Hoàn Nhan Ngô Kh¤t Mãi			2	5
738	22	118	107	Hoàn Nhan Ngµt thu§t			2	5
739	22	147	121	Hoàn Nhan Doanh Ca			2	5
740	22	147	120	Hoàn Nhan Niêm Mµt Khát			2	5
741	22	117	112	Tiêu Phß½ng Trí			2	5
742	22	201	190	Tuyªt Nhân			1	5
743	22	230	141	Tuyªt S½n Li®p Nhân			1	5
744	23	48	287	Bän ð°: Trß¶ng BÕch S½n		V§n chuy¬n	99	2
745	23	201	255	Bän ð°: Tuyªt Lang H°		V§n chuy¬n	99	2
746	23	279	201	Ba Luân Mãng Cái			1	5
747	23	174	260	ÐÕi H¡c Hùng			1	5
748	23	166	204	Phù T¸ch Nhan			2	5
749	23	144	104	H°ng Bá	Bäo ThÕch thß½ng nhân	Bäo thÕch	2	3
750	23	253	285	Hoàng Long Ðông Nam Hi®u Úy		Thành th¸	2	2
751	23	28	54	Hoàng Long Tây B¡c Hi®u Úy		Thành th¸	2	2
752	23	290	115	Hoàng Long Chinh Ðông Hi®u Úy		Thành th¸	2	2
753	23	206	31	Nh§m Tri®u			2	4
754	23	79	38	Ho¡c Tß			1	5
755	23	190	48	Lßu NgÕo Thiên			2	5
756	23	46	276	Mµ Dung Thiên Lang			2	5
757	23	163	191	Thác BÕt Vån			2	5
758	23	159	133	Tuyªt S½n Lang			1	5
759	23	67	143	Tuyªt S½n Mãng Cái			1	5
760	23	217	84	Mµc Vân Tuyªt Nhân			1	5
761	23	155	195	Vû Vån Tô			2	5
762	23	78	66	Tr÷ng Giáp Mãng Cái			1	5
763	24	34	157	Bän ð°: Thß½ng S½n		V§n chuy¬n	99	2
764	24	287	32	Bän ð°: ÐÕi Lý		V§n chuy¬n	99	2
765	24	34	279	Bän ð°: ThÕch Lâm		V§n chuy¬n	99	2
766	24	284	87	Bän ð°: Ôn Tuy«n Ðµng		V§n chuy¬n	99	2
767	24	153	127	Xích Cß¾c Dã Nhân			1	5
768	24	57	73	Ðao Lang Cang			2	5
769	24	207	49	Ðao Nghiêu			2	5
770	24	57	75	Ðao Anh LÕc			2	5
771	24	111	130	Ác Lang Thü V®			1	5
772	24	285	166	Nhî Häi Chinh Ðông Hi®u Úy		Thành th¸	2	2
773	24	173	283	Nhî Häi Chinh Nam Hi®u Úy		Thành th¸	2	2
774	24	34	100	Nhî Häi Chinh Tây Hi®u Úy		Thành th¸	2	2
775	24	189	195	Phong Lang			1	5
776	24	225	77	Hoa Ban Báo			1	5
777	24	275	197	Giän Ðinh	Thß½ng nhân giám ð¸nh bùa	Giám ð¸nh	2	3
778	24	134	276	Lang Tµc Kinh SÑ			1	5
779	24	229	146	Lang Tµc Thám TØ			1	5
780	24	99	121	Lang Tµc Chiªn Sî			1	5
781	24	96	126	Tát Ninh			2	5
782	24	191	269	Ðào Yêu Yêu	Ðào Hoa Tr§n	Dàn tr§n	2	2
783	25	286	56	Bän ð°: Nhî Häi		V§n chuy¬n	99	2
784	25	278	122	Bän ð°: Dã Nhân Câu		V§n chuy¬n	99	2
785	25	258	181	B¯i Nhî			1	5
786	25	37	172	Thß½ng S½n Tr¤n Tây hi®u quý		Thành th¸	2	2
787	25	294	153	Thß½ng S½n Chinh Ðông Hi®u Úy		Thành th¸	2	2
788	25	146	284	Thß½ng S½n Chinh Nam Hi®u Úy		Thành th¸	2	2
789	25	52	89	Trß¶ng mao tuyªt quái			1	5
790	25	264	202	Ð¸ch Á			1	5
791	25	190	250	Lang Tµc Th¥n Hán			1	5
792	25	138	236	Lang Tµc Ð¥u Nhân			1	5
793	25	262	198	Lang Tµc Th± Ty			1	5
794	25	158	70	Lang Tµc Dûng Sî			1	5
795	25	70	47	Mã Ðâu Linh	Thß½ng nhân ði«u chª thu¯c	Ph¯i Phß½ng	2	3
796	25	236	196	MÕc Phi			1	5
797	25	195	113	Tát Ðô			2	5
798	25	260	182	Tát L²			2	5
799	25	164	53	Tôn Khôn	Thúc Hà C± Tr¤n	V§n chuy¬n	2	1
800	25	155	205	Tát Mã			2	5
801	25	202	108	Tát Tang			2	5
802	25	76	91	Tát Tuyªt			2	5
803	25	57	167	Soa Y Dã Nhân			1	5
804	25	40	263	Huy«n Kích Kim Cß½ng			1	5
805	25	47	104	Tuyªt Lang			1	5
806	26	268	128	Bän ð°: Nhî Häi		V§n chuy¬n	99	2
807	26	33	250	Bän ð°: Nam Chiêu		V§n chuy¬n	99	2
808	26	109	272	Bän ð°: Thø Ðµng		V§n chuy¬n	99	2
809	26	37	273	Toàn cänh: Diêm H°		V§n chuy¬n	99	2
810	26	112	34	Bän ð°: Ng÷c Khê		V§n chuy¬n	99	2
811	26	130	261	A Chi			1	5
812	26	201	174	Hoa Cß½ng Sß Vß½ng			1	5
813	26	76	185	Hoa Cß½ng ThÕch Nhân			1	5
814	26	217	147	Hoa Cß½ng ThÕch Sß			1	5
815	26	185	99	Lang Thù			1	5
816	26	59	55	Lß½ng A Bà			2	5
817	26	45	44	T¥n H°ng Miên			2	5
818	26	226	36	ThÕch Lâm Chinh B¡c Hi®u Úy		Thành th¸	2	2
819	26	278	281	ThÕch Lâm Chinh Nam Hi®u Úy		Thành th¸	2	2
820	26	45	177	ThÕch Lâm Chinh Tây Hi®u Úy		Thành th¸	2	2
821	26	167	196	Y¬n Sß ThÕch Nhân			1	5
822	26	180	160	Dß½ng Liên TØ			2	5
823	26	240	181	Dß½ng Thiªt Tín			2	5
824	26	49	55	Hi®t Nham ThÕch Nhân			1	5
825	26	183	167	Tr¸nh Viên			2	5
826	26	183	166	Tr¸nh Quân Khä			2	5
827	26	182	163	Tr¸nh Huy«n			2	5
828	26	273	45	Tông Hùng			1	5
829	27	36	46	Bän ð°: ThÕch Lâm		V§n chuy¬n	99	2
830	27	54	167	Bän ð°: Ðào Hoa Nguyên		V§n chuy¬n	99	2
831	27	280	47	A H¡c			2	5
832	27	277	44	A Y Na			2	5
833	27	246	273	ÐÕi Y¬n Sß			1	5
834	27	276	45	C± L² LÕp			2	5
835	27	57	73	K¸ch Ðµc Lang Thù			1	5
836	27	87	258	Long Huyªt ThÕch Nhân			1	5
837	27	46	51	La B¯c			2	5
838	27	115	250	Næ Oa ThÕch Nhân			1	5
839	27	254	147	Nhi®t B¯ Ba LÕp			1	5
840	27	49	51	Sách Mçu LÕp			2	5
841	27	222	213	Y¬n Sß Hµ Pháp			1	5
842	27	33	251	Ng÷c Khê Tây Nam Hi®u Úy		Thành th¸	2	2
843	27	177	39	Ng÷c Khê Chinh B¡c Hi®u Úy		Thành th¸	2	2
844	27	197	280	Ng÷c Khê Chinh Nam Hi®u Úy		Thành th¸	2	2
845	27	118	98	Vân Mçu ThÕch Nhân			1	5
846	28	106	285	Bän ð°: Miêu Cß½ng		V§n chuy¬n	99	1
847	28	280	45	Bän ð°: ThÕch Lâm		V§n chuy¬n	99	1
848	28	187	43	Xa Truy«n Phúc	Ông chü d¸ch trÕm	V§n chuy¬n	2	1
849	28	151	49	A Ngõa			2	5
850	28	151	67	A Vßþng			2	5
851	28	128	50	BÕch Cänh Võ			2	5
852	28	147	47	BÕch Lan			2	5
853	28	193	95	Tùng Lâm Phong			1	5
854	28	102	271	H¡c Miêu Chiªn Sî			1	5
855	28	282	143	H¡c Chi¬u Báo			1	5
856	28	96	42	Nam Chiêu Tây B¡c Hi®u Úy		Thành th¸	2	2
857	28	272	240	Nam Chiêu Ðông Nam Hi®u Úy		Thành th¸	2	2
858	28	39	254	Nam Chiêu Tây Nam Hi®u Úy		Thành th¸	2	2
859	28	182	210	Ð¢ng Giáp Dûng Sî			1	5
860	28	68	189	Ð¢ng Giáp T£c			1	5
861	28	103	210	Ð° Ba L²			1	5
862	28	109	199	Ngµt C¯t Ðµt			1	5
863	28	157	223	Dß½ng Minh			2	5
864	29	67	32	Bän ð°: Nam Chiêu		V§n chuy¬n	99	2
865	29	265	83	A TÏ Tu La			1	5
866	29	92	266	A Hµi Nam			2	5
867	29	201	256	A Tùng			2	5
868	29	182	264	A Vû			2	5
869	29	205	208	Ách Tu La			1	5
870	29	196	161	C± Hán			1	5
871	29	252	260	H°ng Thiên	Bäo ThÕch thß½ng nhân	Bäo thÕch	2	3
872	29	250	45	Miêu Cß½ng Ðông B¡c Hi®u Úy		Thành th¸	2	2
873	29	37	251	Miêu Cß½ng Tây Nam Hi®u Úy		Thành th¸	2	2
874	29	281	160	Miêu Cß½ng Chinh Ðông Hi®u Úy		Thành th¸	2	2
875	29	34	89	Miêu Vi®t Thích Khách			1	5
876	29	186	271	ThÕch trung nham			2	5
877	29	37	198	VÕn Kiªp Tu La			1	5
878	29	162	48	Vînh DÕ Tu La			1	5
879	29	44	40	Chi¬u TrÕch NgÕc Ngß			1	5
880	30	287	54	Bän ð°: Long Tuy«n		V§n chuy¬n	99	2
881	30	42	227	Bän ð°: Thuy«n ‘		V§n chuy¬n	99	2
882	30	34	50	Bän ð°: Tô Châu		V§n chuy¬n	99	2
883	30	265	286	Bän ð°: Võ Di		V§n chuy¬n	99	2
884	30	91	45	Bän ð°: DÕ Tây H°		V§n chuy¬n	99	2
885	30	64	240	BÕch Ðê Li­u QuÖ			1	5
886	30	217	74	ÐoÕn Ki«u Hoa Yêu			1	5
887	30	51	184	Quy Phong Trang Trang Khách			1	5
888	30	68	48	Hoa Cäng Ðµc Phong			1	5
889	30	141	47	Kim ÐÕi Kiên			2	5
890	30	251	228	Long Tïnh ThuÖ T£c			1	5
891	30	187	256	Mã Hán			2	5
892	30	182	209	ThuÖ QuÖ Thám TØ			1	5
893	30	164	262	Tô Phi			2	5
894	30	46	55	Vß½ng Tri«u			2	5
895	30	45	267	Tây H° Tây Nam Hi®u Úy		Thành th¸	2	2
896	30	261	231	Tây H° Chinh Ðông Hi®u Úy		Thành th¸	2	2
897	30	39	139	Tây H° Chinh Tây Hi®u Úy		Thành th¸	2	2
898	30	155	55	Trß½ng Thúc DÕ			2	5
899	31	172	280	Bän ð°: Kiªm Trüng		V§n chuy¬n	99	2
900	31	34	274	Bän ð°: Tây H°		V§n chuy¬n	99	2
901	31	284	154	Trß¶ng cänh: Thanh Nguyên		V§n chuy¬n	99	2
902	31	51	115	A Thanh			2	5
903	31	242	255	Thß¶ng Quy Vân			1	5
904	31	227	47	Pháp Hà			2	5
905	31	239	38	Pháp H°			2	5
906	31	224	47	Pháp H°ng			2	5
907	31	207	63	Pháp Ni®m			2	5
908	31	221	70	Quy Phong Kiªm Phách			1	5
909	31	242	162	Quy Phong Trang Kiªm Sß			1	5
910	31	60	194	LÕn Lµ ThuÖ QuÖ			1	5
911	31	165	137	Lôi Hoán			2	5
912	31	79	250	Long Tuy«n Báo			1	5
913	31	218	282	Long Tuy«n Ðông Nam Hi®u Úy		Thành th¸	2	2
914	31	63	33	Long Tuy«n Chinh B¡c Hi®u Úy		Thành th¸	2	2
915	31	35	121	Long Tuy«n Chinh Tây Hi®u Úy		Thành th¸	2	2
916	31	129	98	Thüy QuÖ Thích Khách			1	5
917	31	48	51	Thông Thiên			1	5
918	31	150	126	Ông Bá Chi			2	5
919	31	151	121	Ông Quý Chi			2	5
920	31	154	131	Ông Thúc Chi			2	5
921	31	174	260	TÕc Thuy«n ThuÖ QuÖ			1	5
922	31	120	171	Tung Hoä ThuÖ QuÖ			1	5
923	32	96	44	Bän ð°: Hoàng Long Ðµng		V§n chuy¬n	99	2
924	32	283	180	Bän ð°: Mai Lînh		V§n chuy¬n	99	2
925	32	248	286	Bän ð°: Nam Häi		V§n chuy¬n	99	2
926	32	36	33	Bän ð°: Tây H°		V§n chuy¬n	99	2
927	32	158	113	BÕch Hoa Tri Thù			1	5
928	32	202	42	Phù Dung			2	5
929	32	165	213	Hàm Tiªu			2	5
930	32	212	47	Gianh Ðinh	Thß½ng nhân giám ð¸nh bùa	Giám ð¸nh	2	3
931	32	51	229	Bång phách ngàn nåm			1	5
932	32	194	52	Khúc Dß½ng			2	5
933	32	169	239	S½n Vi®t Ðao Khách			1	5
934	32	156	54	S½n Vi®t ÐÕo Phï			1	5
935	32	152	47	S½n Vi®t Du H°n			1	5
936	32	268	244	S½n Vi®t Chiªn Sî			1	5
937	32	50	84	Thâm C¯c BÕch Viên			1	5
938	32	258	125	Thø Giáp Tiêu Binh			1	5
939	32	205	43	ThuÖ Tiên			2	5
940	32	158	143	Vong Tr¥n			2	5
941	32	254	38	Võ Di Ðông B¡c Hi®u Úy		Thành th¸	2	2
942	32	113	280	Võ Di Chinh Nam Hi®u Úy		Thành th¸	2	2
943	32	92	172	Võ Di Chinh Tây Hi®u Úy		Thành th¸	2	2
944	32	195	42	TØ Vi			2	5
945	33	192	279	Bän ð°: Miêu Nhân Ðµng		V§n chuy¬n	99	2
946	33	33	275	Bän ð°: Võ Di		V§n chuy¬n	99	2
947	33	276	29	Trß¶ng cänh: Thanh Nguyên		V§n chuy¬n	99	2
948	33	109	105	Tùng Lâm Dã Nhân			1	5
949	33	163	284	Ðông Thích			2	5
950	33	162	274	Cam Thäo			2	5
951	33	40	250	H°ng Bào Tri Thù			1	5
952	33	161	286	Kinh Cúc			2	5
953	33	169	240	Kh¡c Lý Tß Ðª An			2	5
954	33	230	250	Lßu Kh¤u			1	5
955	33	274	32	Mai Lînh Ðông B¡c Hi®u Úy		Thành th¸	2	2
956	33	31	90	Mai Lînh Tây B¡c Hi®u Úy		Thành th¸	2	2
957	33	282	236	Mai Lînh Chinh Ðông Hi®u Úy		Thành th¸	2	2
958	33	167	174	B¢ng Dân			1	5
959	33	222	53	S½n Vi®t Hµ Pháp			1	5
960	33	120	71	S½n Vi®t Tß Tª			1	5
961	33	170	74	Th¦m VÕn Tam			2	5
962	33	195	48	Thái Dß½ng Hoa			2	5
963	33	159	285	Ngân di®p			2	5
964	33	192	70	Nguy®t Lý			2	5
965	34	70	188	Bän ð°: Häi T£c Ðµng		V§n chuy¬n	99	1
966	34	286	174	Bän ð°: QuÏnh Châu		V§n chuy¬n	99	1
967	34	34	36	Bän ð°: Võ Di		V§n chuy¬n	99	1
968	34	204	259	Xa Truy«n Tín	Ông chü d¸ch trÕm	V§n chuy¬n	2	1
969	34	111	60	Ðinh Liên Y			2	5
970	34	194	100	NgÕc Ngß Bang Ðä Thü			1	5
971	34	158	80	NgÕc Ngß Bang T£c Ð°			1	5
972	34	214	243	LÛ lão thái thái			2	5
973	34	292	58	Nam Häi Ðông B¡c Hi®u Úy		Thành th¸	2	2
974	34	70	135	Nam Häi NgÕc Ngß			1	5
975	34	239	216	Nam Häi Häi ÐÕo			1	5
976	34	108	227	Nam Häi Tây Nam Hi®u Úy		Thành th¸	2	2
977	34	134	40	Nam Häi Chinh B¡c Hi®u Úy		Thành th¸	2	2
978	34	250	186	ThÕch Cäm Ðß½ng			2	5
979	34	165	167	ThÕch Lão Nhân			1	5
980	34	115	58	Di®p Lßu Phàm			2	5
981	34	265	193	NhÕc B¤t Bình			2	5
982	34	206	237	NhÕc Tr÷ng Thu			2	5
983	35	279	286	Bän ð°: Nam Häi		V§n chuy¬n	99	2
984	35	169	95	NgÕc Ngß Bang Sát Thü			1	5
985	35	111	200	NgÕc Ngß Bang Ðß¶ng Chü			1	5
986	35	206	218	NgÕc Ngß Bang Dûng Sî			1	5
987	35	246	138	H°ng Long	Bäo ThÕch thß½ng nhân	Bäo thÕch	2	3
988	35	246	151	Lång ºc T×			2	5
989	35	252	63	Nam Häi ÐÕo Th¥n			1	5
990	35	273	52	QuÏnh Châu Ðông B¡c Hi®u Úy		Thành th¸	2	2
991	35	243	150	QuÏnh Châu Chinh Ðông Hi®u Úy		Thành th¸	2	2
992	35	80	139	QuÏnh Châu Chinh Tây Hi®u Úy		Thành th¸	2	2
993	35	110	110	C¥u lão th¤t			1	5
994	35	260	195	Th¸ Huyªt NgÕc Ngß			1	5
995	35	274	269	Du Du			2	5
996	35	241	159	Nguyên TØ Khâm			2	5
997	35	256	242	NhÕc Lão Tam			2	5
998	35	280	215	Võ Cát	Thþ ðúc Nam Häi	Thß½ng nhân 	2	5
999	77	15	24	MÕnh Bà			99	2
1000	112	290	60	Bän ð°: Thánh Thú S½n		V§n chuy¬n	99	2
1001	112	82	30	Qui Giai		V§n chuy¬n	2	2
1002	112	85	38	Sa Châu Lãnh			2	2
1003	112	130	86	Th¯			3	3
1004	112	169	66	Ô Quy			3	3
1005	112	54	65	Yªn TØ			3	3
1006	112	139	111	Nhím			3	4
1007	112	234	57	Tu¤t			3	4
1008	112	203	69	H¥u TØ			3	4
1009	112	115	122	Hoán Hùng			3	5
1010	112	200	162	Lang			3	5
1011	112	175	128	Tùng ThØ			3	5
1012	112	153	157	Anh Vû			3	5
1013	112	228	166	Bi¬n BÑc			3	6
1014	112	59	151	Ðß¶ng Lang			3	6
1015	112	68	121	NgÕc Ngß			3	6
1016	112	101	155	Tích D¸ch			3	6
1017	112	62	256	Hoan			4	7
1018	112	96	254	H±			4	7
1019	112	61	218	Miêu Ð¥u ¿ng			4	7
1020	112	127	254	Dã Trß			4	7
1021	112	250	236	Báo			4	8
1022	112	192	232	Bång T¢m			4	8
1023	112	181	268	Ðà Ði¬u			4	8
1024	112	216	270	¿ng			4	8
1025	112	216	223	B¡c Cñc Hùng			4	9
1026	112	276	121	Tinh Tinh			4	9
1027	112	285	149	Kiªm Xï H±			4	9
1028	112	263	166	Kh±ng Tß¾c			4	9
1029	112	247	98	Bác Mã			4	10
1030	112	275	85	Kiªm Long			4	10
1031	112	227	92	Tê Ngßu			4	10
1032	166	18	16	Bän ð°: Bäo Tàng Ðµng (t¥ng 2)		V§n chuy¬n	99	2
1033	166	234	238	Bän ð°: Ðôn Hoàng		V§n chuy¬n	99	2
1034	166	157	91	ÐÕo Mµ Ti¬u T£c			1	5
1035	166	236	230	H° ÐÑc Häi			2	5
1036	166	34	230	Hµ Bäo Th¥n Thú			1	5
1037	166	175	100	Tôn ÐÑc Long			2	5
1038	166	241	236	Diêu Phu			2	5
1039	169	20	10	Bän ð°: Bäo Tàng Ðµng (t¥ng 3)		V§n chuy¬n	99	2
1040	169	233	236	Bän ð°: Bäo Tàng Ðµng (t¥ng 1)		V§n chuy¬n	99	2
1041	169	42	198	Hµ Bäo Th¥n Thú			1	5
1042	169	215	206	Sa MÕc Mã Phï			1	5
1043	169	236	226	Diêu Công			2	5
1044	229	58	226	Bän ð°: Liêu Tây		V§n chuy¬n	99	2
1045	229	53	219	Chu Du		Kháng bång Y sinh	5	4
1046	229	215	55	Bác LÕp			2	4
1047	229	59	80	Ð§u Ð§u			2	4
1048	229	172	25	Ninh Linh Ca			2	4
1049	229	58	80	Viên Bình			2	4
1050	229	83	37	Xí Nga Vß½ng			1	5
1051	229	38	222	Tuyªt Nguyên Lang			1	5
1052	229	50	148	Ngân Ngai Tuyªt Nhân			1	5
1053	229	168	210	Tuyªt Nguyên Mãng Cái			1	5
1054	229	142	110	Linh Xí Nga Trß·ng Thành			1	5
1055	229	180	163	Thánh Xí Nga Trß·ng Thành			1	5
1056	191	17	237	Bän ð°: Bäo Tàng Ðµng (t¥ng 2)		V§n chuy¬n	99	2
1057	191	245	16	Bän ð°: Bäo Tàng Ðµng (t¥ng 4)		V§n chuy¬n	99	2
1058	191	205	48	Hµ Bäo Th¥n Thú			1	5
1059	191	97	150	Hµ Bäo Ð°ng Nhân			1	5
1060	191	25	240	Diêu Bá			2	5
1061	192	26	249	Bän ð°: Bäo Tàng Ðµng (t¥ng 3)		V§n chuy¬n	99	2
1062	192	246	22	Bän ð°: Bäo Tàng Ðµng (t¥ng 5)		V§n chuy¬n	99	2
1063	192	234	165	Hµ Bäo Th¥n Thú			1	5
1064	192	74	206	T¥m Bäo Hào Ki®t			1	5
1065	192	21	235	Diêu Tr÷ng			2	5
1066	193	128	247	Bän ð°: Bäo Tàng Ðµng (t¥ng 4)		V§n chuy¬n	99	2
1067	193	123	213	Ðµng Huy®t ThÕch Nhân			1	5
1068	193	127	25	Mµc Dûng Bá			1	5
1069	193	135	238	Diêu Thúc			2	5
1070	194	43	31	Trß½ng Chính Quý		Thân Oan	2	2
1071	199	23	228	Bän ð°: NhÕn B¡c		V§n chuy¬n	99	2
1072	199	135	30	Ðä Thäo C¯c Liêu Binh			1	5
1073	199	207	215	H°ng Phong Hùng			1	5
1074	199	221	149	H°ng Phong Tri Thù			1	5
1075	199	48	25	Liêu Binh			1	5
1076	199	44	218	T¥n Gia TrÕi Hµ V®			1	5
1077	199	101	218	T¥n Gia TrÕi Giáo Ð¥u			1	5
1078	199	162	219	T¥n Gia TrÕi Th± Phï			1	5
1079	200	89	242	Bän ð°: Mai Lînh		V§n chuy¬n	99	2
1080	200	84	169	H°ng Bào Tri Thù			1	5
1081	200	185	43	Lßu Kh¤u			1	5
1082	200	85	122	B¢ng Dân			1	5
1083	200	121	15	S½n Vi®t Hµ Pháp			1	5
1084	200	29	100	S½n Vi®t Tß Tª			1	5
1085	201	235	230	Bän ð°: Huy«n Vû Ðäo		V§n chuy¬n	99	2
1086	201	221	150	Bác Mã			4	5
1087	201	30	48	ÐÕi ThØ			4	5
1088	201	187	98	Kiªm Long			4	5
1089	201	161	166	Tê Ngßu			4	5
1090	201	71	207	Ti¬u Tßþng			4	5
1091	201	190	230	Tuyªt Ðiêu			4	5
1092	202	69	104	Bän ð°: NhÕn B¡c		V§n chuy¬n	99	2
1093	202	29	68	Bän ð°: C± Mµ (t¥ng 2)		V§n chuy¬n	99	2
1094	202	62	88	Yªn Bi®t Thu	Ðßa ðªn Yªn Vß½ng C± Mµ	NV	2	5
1095	202	107	94	QuÖ Kiªm			1	5
1096	202	65	34	Mê Änh Y¬n Sß			1	5
1097	202	74	90	Thâu Li®p Giä			1	5
1098	203	106	18	Bän ð°: C± Mµ (t¥ng 3)		V§n chuy¬n	99	2
1099	203	87	93	Bän ð°: C± Mµ mµt		V§n chuy¬n	99	2
1100	203	45	87	ThÕch Nhân			1	5
1101	203	45	87	Thø Nhân			1	5
1102	203	101	35	Nham Ma			1	5
1103	204	7	24	Bän ð°: C± Mµ (t¥ng 2)		V§n chuy¬n	99	2
1104	204	110	114	Bän ð°: C± Mµ (t¥ng 4)		V§n chuy¬n	99	2
1105	204	105	104	Tri«n t½ tri chu vß½ng			1	5
1106	204	103	65	Ðµc Ty Tri Thù Vß½ng			1	5
1107	204	64	16	Huy®t Mµ Ðµc Phong			1	5
1108	204	24	12	Huy®t Mµ Ðµc Thù			1	5
1109	205	103	10	Bän ð°: C± Mµ (t¥ng 3)		V§n chuy¬n	99	2
1110	205	63	52	Bän ð°: C± Mµ (t¥ng 5)		V§n chuy¬n	99	2
1111	205	57	35	Xuân Th§p Tam Nß½ng			1	5
1112	205	102	18	Khô Ban Ðµc Thù			1	5
1113	205	66	112	H¤p Huyªt Biên Phúc			1	5
1114	206	104	11	Bän ð°: C± Mµ (t¥ng 6)		V§n chuy¬n	99	2
1115	206	20	19	Bän ð°: C± Mµ (t¥ng 4)		V§n chuy¬n	99	2
1116	206	51	27	TuÖ Ðµc Thù			1	5
1117	206	104	36	Phøc Ð¸a Ma			1	5
1118	206	92	25	Quách Ð¬ Huy	Thß½ng nhân ði«u chª thu¯c	Ph¯i Phß½ng	2	3
1119	206	51	27	Khô Tâu Binh			1	5
1120	207	64	60	Bän ð°: C± Mµ (t¥ng 7)		V§n chuy¬n	99	2
1121	207	64	116	Bän ð°: C± Mµ (t¥ng 5)		V§n chuy¬n	99	2
1122	207	65	44	BÕch Ðª			1	5
1123	207	64	64	BÕch Ðª Âm Änh			1	5
1124	207	44	99	QuÖ H°n			1	5
1125	207	76	99	U Linh			1	5
1126	208	79	20	Bän ð°: C± Mµ (t¥ng 8)		V§n chuy¬n	99	2
1127	208	28	115	Bän ð°: C± Mµ (t¥ng 6)		V§n chuy¬n	99	2
1128	208	102	84	Minh Tß¾ng			1	5
1129	208	72	29	TØ Vong T¥n Phi			1	5
1130	208	18	81	Vong Linh Khäi Giáp Võ Sî			1	5
1131	209	38	31	Bän ð°: C± Mµ (t¥ng 9)		V§n chuy¬n	99	2
1132	209	10	13	Bän ð°: C± Mµ (t¥ng 7)		V§n chuy¬n	99	2
1133	209	27	38	Höa Thuçn Nê			1	5
1134	209	25	37	Nê Tß½ng Võ Sî			1	5
1135	209	92	16	Huyªt †m Cu°ng Ðao			1	5
1136	210	14	15	Bän ð°: C± Mµ (t¥ng 8)		V§n chuy¬n	99	2
1137	210	94	116	Bác Mã			1	5
1138	210	64	77	Xích Tiêu			1	5
1139	210	58	78	Xích tiêu hoä h°n			1	5
1140	210	33	30	Dung Nham ThÕch Nhân			1	5
1141	211	24	224	Bän ð°: Tây H°		V§n chuy¬n	99	2
1142	211	140	213	ÐoÕn Ki«u Hoa Yêu			1	5
1143	211	22	206	Hoa Cäng Ðµc Phong			1	5
1144	211	208	94	Lßu Kh¤u			1	5
1145	211	49	98	Long Tïnh ThuÖ T£c			1	5
1146	211	206	223	M§t Thám			1	5
1147	211	142	235	ThuÖ QuÖ Thám TØ			1	5
1148	212	15	15	Bän ð°: Long Tuy«n		V§n chuy¬n	99	2
1149	212	130	238	Ám Sát Giä			1	5
1150	212	195	149	ÐÕi Kiªm Sß			1	5
1151	212	69	194	Hoang dã kiªm khách			1	5
1152	212	19	39	Kiªm Xï Báo			1	5
1153	212	118	36	Kiªm Linh			1	5
1154	212	43	104	Kiªm Chüng Thích Khách			1	5
1155	213	22	235	Bän ð°: NhÕn Nam		V§n chuy¬n	99	2
1156	213	17	229	Ma Vân Thiên	Ðßa ðªn Ma Nhai Ðµng	NV	2	5
1157	213	216	176	Công H°n Änh Tßþng			1	5
1158	213	17	216	T¥n Gia TrÕi Ác Bá			1	5
1159	213	114	140	T¥n Gia TrÕi Hµ V® SÑ			1	5
1160	213	114	88	T¥n Gia TrÕi Thü Lînh			1	5
1161	213	106	210	T¥n Gia TrÕi Th± Phï			1	5
1162	213	57	226	T¥n Gia TrÕi V® Binh			1	5
1163	214	21	36	Bän ð°: Thß½ng S½n		V§n chuy¬n	99	2
1164	214	202	77	Lang Tµc Th¥n Hán			1	5
1165	214	204	26	Lang Tµc Ð¥u Nhân			1	5
1166	214	182	50	Lang Tµc Th± Ty			1	5
1167	214	114	99	Lang Tµc Dûng Sî			1	5
1168	214	32	72	Soa Y Dã Nhân			1	5
1169	214	90	107	Tuyªt Lang			1	5
1170	215	25	235	Bän ð°: Nhî Häi		V§n chuy¬n	99	2
1171	215	84	161	Xích Cß¾c Dã Nhân			1	5
1172	215	47	87	Phong Lang			1	5
1173	215	42	216	Hoa Ban Báo			1	5
1174	215	175	208	Lang Tµc Kinh SÑ			1	5
1175	215	35	27	Lang Tµc Thám TØ			1	5
1176	215	230	77	Lang Tµc Chiªn Sî			1	5
1177	216	108	229	Bän ð°: Võ Di		V§n chuy¬n	99	2
1178	216	196	207	BÕch Hoa Tri Thù			1	5
1179	216	122	124	S½n Vi®t Hµ Pháp			1	5
1180	216	119	98	S½n Vi®t Tß Tª			1	5
